634.48	50.000
615.15	50.409
624.31	50.817
638.65	51.226
623.92	51.634
593.1	52.043
635.56	52.452
667.34	52.860
692.62	53.269
705.32	53.677
714.11	54.086
753.01	54.494
768.79	54.903
795.13	55.312
822.76	55.720
862.27	56.129
914.64	56.537
969.09	56.946
961.87	57.355
1011.8	57.763
1064	58.172
1099.1	58.580
1131.6	58.989
1178.9	59.398
1184.3	59.806
1234.4	60.215
1259.8	60.623
1311.5	61.032
1346.1	61.440
1348.5	61.849
1420.3	62.258
1459.2	62.666
1462.2	63.075
1506.8	63.483
1520.6	63.892
1504.6	64.301
1549.3	64.709
1574.2	65.118
1642.1	65.526
1620.4	65.935
1617	66.343
1648.4	66.752
1684	67.161
1730.6	67.569
1681.2	67.978
1778.5	68.386
1776.2	68.795
1738.3	69.204
1748.6	69.612
1752.3	70.021
1744.4	70.429
1667.7	70.838
1707.1	71.247
1735.3	71.655
1709	72.064
1705.3	72.472
1683.2	72.881
1657.2	73.289
1680.1	73.698
1710.5	74.107
1704.9	74.515
1641.4	74.924
1614.7	75.332
1649.9	75.741
1647	76.150
1632.8	76.558
1605.1	76.967
1572.2	77.375
1572.3	77.784
1525.4	78.193
1528.4	78.601
1537.7	79.010
1535	79.418
1505.6	79.827
1449.7	80.235
1514.8	80.644
1455	81.053
1467.5	81.461
1467.5	81.870
1445.6	82.278
1420.3	82.687
1417.4	83.096
1398.4	83.504
1398.6	83.913
1421.8	84.321
1419.9	84.730
1384.7	85.138
1363.9	85.547
1365.7	85.956
1331.9	86.364
1334.7	86.773
1341.7	87.181
1335.4	87.590
1315.7	87.999
1333.3	88.407
1331.8	88.816
1293.3	89.224
1321.3	89.633
1346.9	90.042
1329.2	90.450
1316.8	90.859
1287.4	91.267
1258.4	91.676
1255.2	92.084
1263.7	92.493
1270	92.902
1265	93.310
1256.6	93.719
1274.2	94.127
1267	94.536
1271.3	94.945
1261.2	95.353
1225.2	95.762
1198.7	96.170
1223.9	96.579
1189.3	96.988
1209.3	97.396
1208.3	97.805
1206.1	98.213
1255.3	98.622
1193.3	99.030
1179.7	99.439
1186.8	99.848
1208.4	100.256
1215.3	100.665
1197.4	101.073
1187	101.482
1193.8	101.891
1156.7	102.299
1140.2	102.708
1144.8	103.116
1142.7	103.525
1109.8	103.933
1138.4	104.342
1115.4	104.751
1126.7	105.159
1103	105.568
1081.3	105.976
1093.8	106.385
1133.7	106.794
1121.1	107.202
1097.3	107.611
1101.2	108.019
1095	108.428
1089.5	108.837
1110.6	109.245
1140.2	109.654
1098.6	110.062
1115.7	110.471
1105.2	110.879
1102.8	111.288
1106.5	111.697
1059.2	112.105
1085.6	112.514
1055.3	112.922
1038.7	113.331
1059.2	113.740
1077.6	114.148
1061	114.557
1069.9	114.965
1077.3	115.374
1062.4	115.783
1046	116.191
1062	116.600
1095	117.008
1092.9	117.417
1052.5	117.825
1055.6	118.234
1074.8	118.643
1076.6	119.051
1059.4	119.460
1034.3	119.868
1019	120.277
1019.1	120.686
1052.6	121.094
1027.1	121.503
1031.3	121.911
1053.7	122.320
1049.1	122.728
1069.6	123.137
1032.3	123.546
1039.4	123.954
1058.4	124.363
1068.1	124.771
1059.5	125.180
1039.1	125.589
1050.5	125.997
1049.8	126.406
1053.9	126.814
1071.3	127.223
1061.2	127.632
1013	128.040
1002.4	128.449
1021.1	128.857
1040	129.266
1036.1	129.674
1034.8	130.083
1034.5	130.492
1025.4	130.900
1029.3	131.309
1002.2	131.717
999.83	132.126
1050.2	132.535
1072.4	132.943
1045.2	133.352
1019.4	133.760
1032.3	134.169
1041.4	134.578
1021.4	134.986
1049.9	135.395
1055.1	135.803
1014.6	136.212
1043.5	136.620
1025.1	137.029
1038.7	137.438
1014.8	137.846
1001.4	138.255
1003.4	138.663
1012	139.072
1039.1	139.481
1017.8	139.889
1038	140.298
1044.1	140.706
1052.1	141.115
1060.2	141.523
1052.3	141.932
1013.2	142.341
999.06	142.749
1021	143.158
1023.8	143.566
1025.8	143.975
1030	144.384
1019.2	144.792
1055.4	145.201
1028.3	145.609
1011.5	146.018
1014.4	146.427
1016.9	146.835
1018.2	147.244
1056.6	147.652
1014.9	148.061
1054.8	148.469
1052.2	148.878
1042.4	149.287
1041.3	149.695
1047.8	150.104
1039.2	150.512
990.43	150.921
1014.2	151.330
1011	151.738
1024.3	152.147
1027.8	152.555
995.42	152.964
1043.1	153.373
1038.3	153.781
1005.9	154.190
1022.4	154.598
1031.4	155.007
1021.6	155.415
1013.6	155.824
975.25	156.233
1016.6	156.641
1033.4	157.050
1000.1	157.458
988.42	157.867
1014.2	158.276
1030.5	158.684
1032.9	159.093
991.22	159.501
1025.3	159.910
1030.9	160.318
1028.7	160.727
1030.6	161.136
1014.6	161.544
1000.9	161.953
1004	162.361
1043	162.770
1036	163.179
1035.7	163.587
1065	163.996
1060.7	164.404
1070.6	164.813
1020.3	165.222
1027.6	165.630
1027.7	166.039
1047.7	166.447
1084.4	166.856
1047.4	167.264
1061.7	167.673
1066.9	168.082
1056.1	168.490
1061.4	168.899
1074.1	169.307
1078.9	169.716
1077.5	170.125
1078.5	170.533
1073.5	170.942
1058.8	171.350
1059.5	171.759
1067	172.168
1065.5	172.576
1054.9	172.985
1074.7	173.393
1077.6	173.802
1072	174.210
1081.7	174.619
1096.6	175.028
1102.3	175.436
1110.2	175.845
1117.1	176.253
1064	176.662
1075.1	177.071
1117.4	177.479
1153.1	177.888
1156.7	178.296
1133	178.705
1092.2	179.113
1103.3	179.522
